"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Goblet Squat",,"",0,"normal",15,15,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Goblet Squat",,"",1,"normal",15,15,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Goblet Squat",,"",2,"normal",15,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,25,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,25,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,25,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Seated Leg Curl (Machine)",,"",0,"normal",8,15,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Seated Leg Curl (Machine)",,"",1,"normal",8,15,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Seated Leg Curl (Machine)",,"",2,"normal",8,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Lying Leg Curl (Machine)",,"",0,"normal",6,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Lying Leg Curl (Machine)",,"",1,"normal",6,10,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Lying Leg Curl (Machine)",,"",2,"normal",6,7,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Romanian Deadlift (Dumbbell)",,"",0,"normal",7.5,14,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Romanian Deadlift (Dumbbell)",,"",1,"normal",7.5,8,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Romanian Deadlift (Dumbbell)",,"",2,"normal",9,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Abduction (Machine)",,"",0,"normal",60,18,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Abduction (Machine)",,"",1,"normal",75,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Abduction (Machine)",,"",2,"normal",75,12,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Adduction (Machine)",,"",0,"normal",75,20,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Adduction (Machine)",,"",1,"normal",75,14,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Hip Adduction (Machine)",,"",2,"normal",60,10,,,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Elliptical Trainer",,"",0,"normal",,,0.45,300,
"PP [L] PPL","30 Aug 2025, 14:24","30 Aug 2025, 15:20","","Elliptical Trainer",,"",1,"normal",,,0.45,300,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Lat Pulldown (Cable)",,"",0,"normal",7,8,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Lat Pulldown (Cable)",,"",1,"normal",7,10,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Lat Pulldown (Cable)",,"",2,"normal",6,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Lat Pulldown (Cable)",,"",3,"normal",7,7,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Cable Row - Bar Grip",,"",0,"normal",5,18,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Cable Row - Bar Grip",,"",1,"normal",7,16,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Cable Row - Bar Grip",,"",2,"normal",8,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Cable Row - Bar Grip",,"",3,"normal",8,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dumbbell Row",,"",0,"normal",15,20,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dumbbell Row",,"",1,"normal",15,18,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dumbbell Row",,"",2,"normal",15,16,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dumbbell Row",,"",3,"normal",15,12,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",40,10,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Palms Up Wrist Curl",,"",0,"normal",9,5,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Palms Up Wrist Curl",,"",1,"normal",9,6,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Palms Up Wrist Curl",,"",2,"normal",7.5,23,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Palms Up Wrist Curl",,"",3,"normal",7.5,16,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Palms Up Wrist Curl",,"",4,"normal",7.5,10,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Incline Curl (Dumbbell)",,"",0,"normal",7.5,6,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Incline Curl (Dumbbell)",,"",1,"normal",7.5,7,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Incline Curl (Dumbbell)",,"",2,"normal",7.5,6,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Seated Incline Curl (Dumbbell)",,"",3,"normal",5,12,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Preacher Curl (Dumbbell)",,"",0,"normal",22.7,16,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Preacher Curl (Dumbbell)",,"",1,"normal",30,8,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Preacher Curl (Dumbbell)",,"",2,"normal",30,8,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Preacher Curl (Dumbbell)",,"",3,"normal",30,5,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Hammer Curl (Dumbbell)",,"",0,"normal",5,20,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Hammer Curl (Dumbbell)",,"",1,"normal",5,14,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Hammer Curl (Dumbbell)",,"",2,"normal",7.5,5,,,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dead Hang",,"",0,"normal",,,,5,
"P [P] LPPL","29 Aug 2025, 19:40","29 Aug 2025, 20:57","","Dead Hang",,"",1,"normal",,,,10,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Bench Press (Dumbbell)",,"",0,"normal",7.5,20,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Bench Press (Dumbbell)",,"",1,"normal",7.5,17,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Bench Press (Dumbbell)",,"",2,"normal",7.5,13,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Bench Press (Dumbbell)",,"",3,"normal",7.5,14,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Incline Bench Press (Dumbbell)",,"",0,"normal",7.5,10,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Incline Bench Press (Dumbbell)",,"",1,"normal",5,18,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Incline Bench Press (Dumbbell)",,"",2,"normal",5,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Pushdown",,"",0,"normal",4,7,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Pushdown",,"",1,"normal",3,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Pushdown",,"",2,"normal",4,4,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Extension (Dumbbell)",,"",0,"normal",5,5,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Extension (Dumbbell)",,"",1,"normal",2.5,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Triceps Extension (Dumbbell)",,"",2,"normal",2.5,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Press (Dumbbell)",,"",0,"normal",7.5,10,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Press (Dumbbell)",,"",1,"normal",7.5,6,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Press (Dumbbell)",,"",2,"normal",7.5,11,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Press (Dumbbell)",,"",3,"normal",7.5,11,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Lateral Raise (Dumbbell)",,"",0,"normal",7.5,5,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Lateral Raise (Dumbbell)",,"",1,"normal",7.5,7,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Lateral Raise (Dumbbell)",,"",2,"normal",7.5,7,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Front Raise (Dumbbell)",,"",0,"normal",7.5,10,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Front Raise (Dumbbell)",,"",1,"normal",7.5,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Front Raise (Dumbbell)",,"",2,"normal",7.5,12,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Butterfly (Pec Deck)",,"",0,"normal",55,15,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Triceps Extension (Cable)",,"",0,"normal",7.5,16,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Triceps Extension (Cable)",,"",1,"normal",12.5,14,,,
"[P] PLPPL","28 Aug 2025, 19:57","28 Aug 2025, 21:05","","Overhead Triceps Extension (Cable)",,"",2,"normal",12.5,16,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Goblet Squat",,"",0,"normal",15,10,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Goblet Squat",,"",1,"normal",15,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Goblet Squat",,"",2,"normal",15,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,20,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,24,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,24,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Seated Leg Curl (Machine)",,"",0,"normal",8,12,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Seated Leg Curl (Machine)",,"",1,"normal",8,12,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Seated Leg Curl (Machine)",,"",2,"normal",8,12,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Lying Leg Curl (Machine)",,"",0,"normal",6,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Lying Leg Curl (Machine)",,"",1,"normal",6,12,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Lying Leg Curl (Machine)",,"",2,"normal",6,9,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Romanian Deadlift (Dumbbell)",,"",0,"normal",7.5,12,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Romanian Deadlift (Dumbbell)",,"",1,"normal",7.5,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Romanian Deadlift (Dumbbell)",,"",2,"normal",7.5,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Abduction (Machine)",,"",0,"normal",60,18,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Abduction (Machine)",,"",1,"normal",60,18,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Abduction (Machine)",,"",2,"normal",75,10,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Adduction (Machine)",,"",0,"normal",75,18,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Adduction (Machine)",,"",1,"normal",75,14,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Hip Adduction (Machine)",,"",2,"normal",75,8,,,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Elliptical Trainer",,"",0,"normal",,,0.4,300,
"PPLPP [L]","26 Aug 2025, 19:51","26 Aug 2025, 20:53","","Elliptical Trainer",,"",1,"normal",,,1.3,780,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Cable Row - Bar Grip",,"",0,"normal",8,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Cable Row - Bar Grip",,"",1,"normal",8,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Cable Row - Bar Grip",,"",2,"normal",9,12,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Lat Pulldown (Cable)",,"",0,"normal",5,11,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Lat Pulldown (Cable)",,"",1,"normal",6,12,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Lat Pulldown (Cable)",,"",2,"normal",6,12,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Face Pull",,"",0,"normal",7.5,7,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,14,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,12,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",40,12,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Palms Up Wrist Curl",,"",0,"normal",7.5,26,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Palms Up Wrist Curl",,"",1,"normal",7.5,17,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Palms Up Wrist Curl",,"",2,"normal",7.5,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Palms Up Wrist Curl",,"",3,"normal",7.5,15,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Hammer Curl (Dumbbell)",,"",0,"normal",5,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Preacher Curl (Machine)",,"",0,"normal",40,10,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Preacher Curl (Machine)",,"",1,"normal",40,10,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Incline Curl (Dumbbell)",,"",0,"normal",5,14,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Incline Curl (Dumbbell)",,"",1,"normal",5,14,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Seated Incline Curl (Dumbbell)",,"",2,"normal",5,14,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Dumbbell Row",,"",0,"normal",15,18,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Dumbbell Row",,"",1,"normal",15,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Dumbbell Row",,"",2,"normal",15,16,,,
"PPLP [P] L","25 Aug 2025, 20:06","25 Aug 2025, 21:04","","Dumbbell Row",,"",3,"normal",15,16,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Single Arm Tricep Extension (Dumbbell)",,"",0,"normal",2.5,12,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Single Arm Tricep Extension (Dumbbell)",,"",1,"normal",2.5,12,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Single Arm Tricep Extension (Dumbbell)",,"",2,"normal",2.5,12,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Single Arm Tricep Extension (Dumbbell)",,"",3,"normal",2.5,12,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Overhead Press (Dumbbell)",,"",0,"normal",7.5,12,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Overhead Press (Dumbbell)",,"",1,"normal",7.5,6,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Overhead Press (Dumbbell)",,"",2,"normal",5,17,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Overhead Press (Dumbbell)",,"",3,"normal",7.5,10,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Bench Press (Dumbbell)",,"",0,"normal",7.5,18,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Bench Press (Dumbbell)",,"",1,"normal",7.5,16,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Bench Press (Dumbbell)",,"",2,"normal",7.5,14,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Butterfly (Pec Deck)",,"",0,"normal",55,14,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Butterfly (Pec Deck)",,"",1,"normal",55,16,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Butterfly (Pec Deck)",,"",2,"normal",55,14,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,18,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,16,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Lateral Raise (Dumbbell)",,"",2,"normal",2.5,16,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Front Raise (Dumbbell)",,"",0,"normal",7.5,8,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Front Raise (Dumbbell)",,"",1,"normal",7.5,8,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Front Raise (Dumbbell)",,"",2,"normal",7.5,8,,,
"PPL [P] PL","24 Aug 2025, 13:12","24 Aug 2025, 14:17","","Elliptical Trainer",,"",0,"normal",,,1.1,840,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Goblet Squat",,"",0,"normal",15,14,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Goblet Squat",,"",1,"normal",15,14,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Goblet Squat",,"",2,"normal",15,14,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,22,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,22,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,22,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Lying Leg Curl (Machine)",,"",0,"normal",6,12,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Lying Leg Curl (Machine)",,"",1,"normal",6,12,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Lying Leg Curl (Machine)",,"",2,"normal",6,8,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Hip Abduction (Machine)",,"",0,"normal",60,14,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Hip Abduction (Machine)",,"",1,"normal",60,16,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Hip Abduction (Machine)",,"",2,"normal",60,14,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Farmers Walk",,"",0,"normal",20,,0,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Farmers Walk",,"",1,"normal",20,,0,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Farmers Walk",,"",2,"normal",20,,0,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Leg Press (Machine)",,"",0,"normal",110,8,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Leg Press (Machine)",,"",1,"normal",90,12,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Leg Press (Machine)",,"",2,"normal",90,12,,,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Elliptical Trainer",,"",0,"normal",,,0.45,300,
"PP [L] PPL","23 Aug 2025, 12:26","23 Aug 2025, 13:30","","Elliptical Trainer",,"",1,"normal",,,1.3,900,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Lat Pulldown (Cable)",,"",0,"normal",7,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Lat Pulldown (Cable)",,"",1,"normal",7,12,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Lat Pulldown (Cable)",,"",2,"normal",8,7,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Lat Pulldown (Cable)",,"",3,"normal",7,10,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Cable Row - Bar Grip",,"",0,"normal",8,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Cable Row - Bar Grip",,"",1,"normal",8,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Cable Row - Bar Grip",,"",2,"normal",9,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Dumbbell Row",,"",0,"normal",15,16,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Dumbbell Row",,"",1,"normal",15,15,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Dumbbell Row",,"",2,"normal",15,11,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",40,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",40,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",40,10,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Bicep Curl (Dumbbell)",,"",0,"normal",7.5,8,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Bicep Curl (Dumbbell)",,"",1,"normal",7.5,9,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Palms Up Wrist Curl",,"",0,"normal",7.5,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Palms Up Wrist Curl",,"",1,"normal",7.5,14,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Palms Up Wrist Curl",,"",2,"normal",5,28,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Incline Curl (Dumbbell)",,"",0,"normal",5,12,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Seated Incline Curl (Dumbbell)",,"",1,"normal",5,11,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Preacher Curl (Dumbbell)",,"",0,"normal",22.7,12,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Preacher Curl (Dumbbell)",,"",1,"normal",30,7,,,
"P [P] LPPL","22 Aug 2025, 20:13","22 Aug 2025, 21:06","","Preacher Curl (Dumbbell)",,"",2,"normal",22.7,7,,,
"Push A","21 Aug 2025, 20:00","21 Aug 2025, 20:58","","Bench Press (Dumbbell)",,"",0,"normal",5,12,,,
"Push A","21 Aug 2025, 20:00","21 Aug 2025, 20:58","","Bench Press (Dumbbell)",,"",1,"normal",5,18,,,
"Push A","21 Aug 2025, 20:00","21 Aug 2025, 20:58","","Bench Press (Dumbbell)",,"",2,"normal",5,12,,,
"Push A","21 Aug 2025, 20:00","21 Aug 2025, 20:58","","Incline Bench Press (Dumbbell)",,"",0,"normal",5,16,,,
"Push A","21 Aug 2025, 20:00","21 Aug 2025, 20:58","","Incline Bench Press (Dumbbell)",,"",1,"normal",5,16,,,
