"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Bench Press (Dumbbell)",,"",5,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Bench Press (Dumbbell)",,"",6,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Dumbbell Row",,"",0,"normal",15,10,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Dumbbell Row",,"",1,"normal",15,12,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Dumbbell Row",,"",2,"normal",15,10,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Seated Palms Up Wrist Curl",,"",0,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Seated Palms Up Wrist Curl",,"",1,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Seated Palms Up Wrist Curl",,"",2,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Front Raise (Dumbbell)",,"",0,"normal",5,10,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Front Raise (Dumbbell)",,"",1,"normal",5,8,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Front Raise (Dumbbell)",,"",2,"normal",5,8,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Lateral Raise (Dumbbell)",,"",0,"normal",2.5,8,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Lateral Raise (Dumbbell)",,"",1,"normal",2.5,8,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Lateral Raise (Dumbbell)",,"",2,"normal",2.5,8,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Hammer Curl (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Hammer Curl (Dumbbell)",,"",1,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Hammer Curl (Dumbbell)",,"",2,"normal",5,14,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Overhead Press (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Overhead Press (Dumbbell)",,"",1,"normal",5,10,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Overhead Press (Dumbbell)",,"",2,"normal",5,5,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,16,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",25,15,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",25,10,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Butterfly (Pec Deck)",,"",0,"normal",40,17,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Butterfly (Pec Deck)",,"",1,"normal",40,17,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Butterfly (Pec Deck)",,"",2,"normal",40,12,,,
"Upper body","12 Jul 2025, 12:39","12 Jul 2025, 13:39","","Treadmill",,"",0,"normal",,,0.35,330,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Leg Press (Machine)",,"",0,"normal",110,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Leg Press (Machine)",,"",1,"normal",110,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Leg Press (Machine)",,"",2,"normal",110,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Goblet Squat",,"",0,"normal",15,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Goblet Squat",,"",1,"normal",15,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Goblet Squat",,"",2,"normal",15,14,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,20,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,20,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,20,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Romanian Deadlift (Dumbbell)",,"",0,"normal",7.5,12,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Romanian Deadlift (Dumbbell)",,"",1,"normal",7.5,16,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Romanian Deadlift (Dumbbell)",,"",2,"normal",7.5,16,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Abduction (Machine)",,"",0,"normal",45,18,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Abduction (Machine)",,"",1,"normal",60,4,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Abduction (Machine)",,"",2,"normal",60,6,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Abduction (Machine)",,"",3,"normal",45,16,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Adduction (Machine)",,"",0,"normal",60,16,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Adduction (Machine)",,"",1,"normal",60,16,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Hip Adduction (Machine)",,"",2,"normal",60,12,,,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Treadmill",,"",0,"normal",,,1.25,1200,
"Lower body","11 Jul 2025, 20:14","11 Jul 2025, 21:13","","Elliptical Trainer",,"",0,"normal",,,0.65,450,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Lat Pulldown (Cable)",,"",0,"normal",6,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Lat Pulldown (Cable)",,"",1,"normal",6,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Lat Pulldown (Cable)",,"",2,"normal",6,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Cable Row - Bar Grip",,"",0,"normal",6,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Cable Row - Bar Grip",,"",1,"normal",6,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Cable Row - Bar Grip",,"",2,"normal",6,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Bench Press (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Bench Press (Dumbbell)",,"",1,"normal",7.5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Bench Press (Dumbbell)",,"",2,"normal",7.5,8,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Bench Press (Dumbbell)",,"",3,"normal",7.5,6,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Dumbbell Row",,"",0,"normal",15,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Dumbbell Row",,"",1,"normal",15,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Dumbbell Row",,"",2,"normal",15,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Chest Fly (Dumbbell)",,"",0,"normal",2.5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Chest Fly (Dumbbell)",,"",1,"normal",2.5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Chest Fly (Dumbbell)",,"",2,"normal",2.5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Skullcrusher (Dumbbell)",,"",1,"normal",2.5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Skullcrusher (Dumbbell)",,"",2,"normal",2.5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Palms Up Wrist Curl",,"",0,"normal",5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Palms Up Wrist Curl",,"",1,"normal",5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Seated Palms Up Wrist Curl",,"",2,"normal",5,10,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Reverse Curl (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Reverse Curl (Dumbbell)",,"",1,"normal",5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Hammer Curl (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Overhead Press (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","10 Jul 2025, 20:17","10 Jul 2025, 21:05","","Butterfly (Pec Deck)",,"",0,"normal",40,16,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Leg Press (Machine)",,"Seat position 5 (legs at 90 degree angle)",0,"normal",110,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Leg Press (Machine)",,"Seat position 5 (legs at 90 degree angle)",1,"normal",110,14,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Leg Press (Machine)",,"Seat position 5 (legs at 90 degree angle)",2,"normal",110,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Seated Leg Curl (Machine)",,"",0,"normal",8,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Seated Leg Curl (Machine)",,"",1,"normal",8,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Seated Leg Curl (Machine)",,"",2,"normal",8,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Lying Leg Curl (Machine)",,"",0,"normal",5,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Lying Leg Curl (Machine)",,"",1,"normal",5,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Lying Leg Curl (Machine)",,"",2,"normal",5,10,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Goblet Squat",,"",0,"normal",15,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Goblet Squat",,"",1,"normal",15,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Goblet Squat",,"",2,"normal",15,12,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,20,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,20,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,20,,,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Elliptical Trainer",,"",0,"normal",,,0.35,180,
"Lower body","9 Jul 2025, 20:15","9 Jul 2025, 21:04","","Elliptical Trainer",,"",1,"normal",,,1.1,960,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Lat Pulldown (Cable)",,"",0,"normal",7,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Lat Pulldown (Cable)",,"",1,"normal",7,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Lat Pulldown (Cable)",,"",2,"normal",7,8,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Lat Pulldown (Cable)",,"",3,"normal",7,6,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Lat Pulldown (Cable)",,"",4,"normal",6,7,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Seated Cable Row - Bar Grip",,"",0,"normal",6,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Seated Cable Row - Bar Grip",,"",1,"normal",6,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Seated Cable Row - Bar Grip",,"",2,"normal",6,10,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Seated Cable Row - Bar Grip",,"",3,"normal",5,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Bench Press (Dumbbell)",,"",0,"normal",7.5,12,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Bench Press (Dumbbell)",,"",1,"normal",7.5,14,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Dumbbell Row",,"",0,"normal",12.5,10,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Dumbbell Row",,"",1,"normal",12.5,10,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Dumbbell Row",,"",2,"normal",12.5,10,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Front Raise (Dumbbell)",,"",0,"normal",5,8,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Front Raise (Dumbbell)",,"",1,"normal",5,8,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Bicep Curl (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Bicep Curl (Dumbbell)",,"",1,"normal",5,10,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Hammer Curl (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Hammer Curl (Dumbbell)",,"",1,"normal",5,14,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Overhead Press (Dumbbell)",,"",0,"normal",5,16,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Overhead Press (Dumbbell)",,"",1,"normal",5,16,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Overhead Press (Dumbbell)",,"",2,"normal",5,14,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Shrug (Dumbbell)",,"",0,"normal",5,20,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Shrug (Dumbbell)",,"",1,"normal",5,20,,,
"Upper body","7 Jul 2025, 20:08","7 Jul 2025, 21:08","","Treadmill",,"",0,"normal",,,0.6,570,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Lat Pulldown (Cable)",,"",0,"normal",7,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Lat Pulldown (Cable)",,"",1,"normal",7,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Lat Pulldown (Cable)",,"",2,"normal",7,8,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Lat Pulldown (Cable)",,"",3,"normal",7,8,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Cable Row - Bar Grip",,"",0,"normal",6,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Cable Row - Bar Grip",,"",1,"normal",6,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Cable Row - Bar Grip",,"",2,"normal",6,10,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Bench Press (Dumbbell)",,"",0,"normal",5,16,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Bench Press (Dumbbell)",,"",1,"normal",5,16,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Bench Press (Dumbbell)",,"",2,"normal",5,10,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Skullcrusher (Dumbbell)",,"",0,"normal",2.5,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Palms Up Wrist Curl",,"",0,"normal",5,10,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Palms Up Wrist Curl",,"",1,"normal",5,8,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Seated Palms Up Wrist Curl",,"",2,"normal",5,10,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Reverse Curl (Dumbbell)",,"",0,"normal",5,10,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Front Raise (Dumbbell)",,"",0,"normal",5,6,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Hammer Curl (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Hammer Curl (Dumbbell)",,"",1,"normal",5,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Overhead Press (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Overhead Press (Dumbbell)",,"",1,"normal",5,14,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Overhead Press (Dumbbell)",,"",2,"normal",5,4,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,16,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",25,12,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",25,9,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Butterfly (Pec Deck)",,"",0,"normal",40,18,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Butterfly (Pec Deck)",,"",1,"normal",40,16,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Butterfly (Pec Deck)",,"",2,"normal",40,14,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Butterfly (Pec Deck)",,"",3,"normal",40,6,,,
"Upper body","5 Jul 2025, 11:52","5 Jul 2025, 12:50","","Elliptical Trainer",,"",0,"normal",,,0.85,600,
"Evening workout 🏋️","4 Jul 2025, 20:25","4 Jul 2025, 21:10","","Elliptical Trainer",,"Plus some (very light) weight lifting to rest sore arm muscles",0,"normal",,,2.95,2100,
"Evening workout 🏋️","4 Jul 2025, 20:25","4 Jul 2025, 21:10","","Elliptical Trainer",,"Plus some (very light) weight lifting to rest sore arm muscles",1,"normal",,,0.3,180,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Leg Press (Machine)",,"",0,"normal",110,14,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Leg Press (Machine)",,"",1,"normal",110,14,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Leg Press (Machine)",,"",2,"normal",110,14,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Seated Leg Curl (Machine)",,"",0,"normal",9,10,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Seated Leg Curl (Machine)",,"",1,"normal",9,8,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Seated Leg Curl (Machine)",,"",2,"normal",9,8,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Seated Leg Curl (Machine)",,"",3,"normal",8,7,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Lying Leg Curl (Machine)",,"",0,"normal",5,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Lying Leg Curl (Machine)",,"",1,"normal",5,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Lying Leg Curl (Machine)",,"",2,"normal",5,10,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Goblet Squat",,"",0,"normal",15,6,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Goblet Squat",,"",1,"normal",15,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Goblet Squat",,"",2,"normal",15,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Standing Calf Raise (Dumbbell)",,"",0,"normal",15,20,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Standing Calf Raise (Dumbbell)",,"",1,"normal",15,20,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Standing Calf Raise (Dumbbell)",,"",2,"normal",15,20,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Romanian Deadlift (Dumbbell)",,"",0,"normal",7.5,16,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Romanian Deadlift (Dumbbell)",,"",1,"normal",7.5,16,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Romanian Deadlift (Dumbbell)",,"",2,"normal",7.5,16,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Abduction (Machine)",,"",0,"normal",45,16,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Abduction (Machine)",,"",1,"normal",60,4,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Abduction (Machine)",,"",2,"normal",60,6,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Abduction (Machine)",,"",3,"normal",45,16,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Adduction (Machine)",,"",0,"normal",60,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Adduction (Machine)",,"",1,"normal",60,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Hip Adduction (Machine)",,"",2,"normal",60,12,,,
"Lower body","3 Jul 2025, 20:06","3 Jul 2025, 20:56","","Treadmill",,"",0,"normal",,,0.25,240,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Lat Pulldown (Cable)",,"",0,"normal",7,10,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Lat Pulldown (Cable)",,"",1,"normal",7,8,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Lat Pulldown (Cable)",,"",2,"normal",6,8,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Lat Pulldown (Cable)",,"",3,"normal",6,8,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Front Raise (Dumbbell)",,"",0,"normal",5,10,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Front Raise (Dumbbell)",,"",1,"normal",5,10,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Front Raise (Dumbbell)",,"",2,"normal",5,8,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Bicep Curl (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Bicep Curl (Dumbbell)",,"",1,"normal",5,8,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Hammer Curl (Dumbbell)",,"",0,"normal",5,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Hammer Curl (Dumbbell)",,"",1,"normal",5,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Overhead Press (Dumbbell)",,"",0,"normal",5,14,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Overhead Press (Dumbbell)",,"",1,"normal",5,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Overhead Press (Dumbbell)",,"",2,"normal",5,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Shrug (Dumbbell)",,"",0,"normal",5,20,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Shrug (Dumbbell)",,"",1,"normal",5,20,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Shrug (Dumbbell)",,"",2,"normal",5,20,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",25,16,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",25,12,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",25,9,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Butterfly (Pec Deck)",,"",0,"normal",40,16,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Butterfly (Pec Deck)",,"",1,"normal",40,16,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Butterfly (Pec Deck)",,"",2,"normal",40,10,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Butterfly (Pec Deck)",,"",3,"normal",40,10,,,
"Upper body","2 Jul 2025, 19:42","2 Jul 2025, 20:32","","Elliptical Trainer",,"",0,"normal",,,0.65,420,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Leg Press (Machine)",,"",0,"normal",110,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Leg Press (Machine)",,"",1,"normal",110,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Leg Press (Machine)",,"",2,"normal",110,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Seated Leg Curl (Machine)",,"",0,"normal",9,12,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Seated Leg Curl (Machine)",,"",1,"normal",9,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Seated Leg Curl (Machine)",,"",2,"normal",9,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Lying Leg Curl (Machine)",,"",0,"normal",5,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Lying Leg Curl (Machine)",,"",1,"normal",5,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Lying Leg Curl (Machine)",,"",2,"normal",5,10,,,
"Lower body","30 Jun 2025, 13:39","30 Jun 2025, 14:50","","Goblet Squat",,"",0,"normal",15,10,,,
